x,mean,ci_min,ci_max
10.3,0.6223602671784679,0.4765027480401769,0.7682177863167592
10.4,0.6234148722102055,0.47749503102665625,0.769334713393755
10.5,0.6244647224810409,0.4784758799723374,0.7704535649897447
10.6,0.6255099388721745,0.4794456564409716,0.7715742213033776
10.7,0.6265506413287703,0.48040471866304135,0.7726965639944994
10.8,0.6275869488607229,0.4813534215448152,0.7738204761766309
10.9,0.6286189795434252,0.4822921166774013,0.7749458424094492
11.0,0.6296468505185342,0.4832211523458026,0.776072548691266
11.1,0.6306706779947391,0.48414087353797036,0.777200482451508
11.2,0.6316905772485275,0.48505162195385887,0.7783295325431963
11.3,0.6327066626249528,0.48595373601447955,0.7794595892354262
11.4,0.6337190475384009,0.48684755087095516,0.780590544205847
11.5,0.6347278444733575,0.4877333984135743,0.7817222905331409
11.6,0.6357331649851745,0.4886116072808455,0.782854722689504
11.7,0.6367351197008381,0.48948250286855166,0.7839877365331247
11.8,0.6377338183197341,0.49034640733880425,0.7851212293006642
11.9,0.6387293696144164,0.4912036396290974,0.7862550995997357
12.0,0.6397218814313732,0.49205451546136253,0.7873892474013843
12.1,0.6407114606917944,0.4928993473510225,0.7885235740325667
12.2,0.6416982133923379,0.49373844461604566,0.7896579821686306
12.3,0.6426822446058974,0.4945721133860005,0.7907923758257946
12.4,0.6436636584823687,0.49540065661110977,0.7919266603536281
12.5,0.6446425582494173,0.4962243740713046,0.7930607424275303
12.6,0.6456190462132445,0.49704356238527897,0.7941945300412105
12.7,0.6465932237593556,0.497858515019544,0.7953279324991676
12.8,0.6475651913533256,0.4986695222974822,0.7964608604091693
12.9,0.648535048541567,0.49947687140840147,0.7975932256747328
13.0,0.6495028939520965,0.5002808464165901,0.7987249414876034
13.1,0.6504688252953021,0.5010817282703701,0.7998559223202346
13.2,0.65143293936471,0.5018797948111522,0.8009860839182682
13.3,0.6523953320377514,0.5026753207824901,0.8021153432930131
13.4,0.6533560982765296,0.503468577839134,0.8032436187139258
13.5,0.6543153321285874,0.5042598345560858,0.8043708297010894
13.6,0.6552731267276732,0.5050493564376531,0.8054968970176937
13.7,0.6562295742945088,0.5058374059265032,0.8066217426625149
13.8,0.657184766137556,0.5066242424127175,0.8077452898623949
13.9,0.6581387926537834,0.507410122242846,0.8088674630647211
14.0,0.6590917433294338,0.5081952987289613,0.8099881879299067
14.1,0.6600437067407908,0.508980022157713,0.8111073913238691
14.2,0.6609947705549463,0.5097645397993822,0.8122250013105108
14.3,0.6619450215305667,0.5105490959169352,0.8133409471441984
14.4,0.6628945455186603,0.5113339317750786,0.8144551592622424
14.5,0.6638434274633448,0.5121192856493126,0.8155675692773772
14.6,0.664791751402613,0.5129053928349865,0.81667810997024
14.7,0.6657396004691012,0.5136924856563514,0.8177867152818513
14.8,0.666687056890855,0.5144807934756161,0.8188933203060942
14.9,0.6676342019920969,0.5152705427020003,0.8199978612821939
15.0,0.6685811161939933,0.5160619568007894,0.8211002755871978
15.1,0.6695278790154212,0.5168552563023882,0.8222005017284547
15.2,0.6704745690737353,0.5176506588113761,0.8232984793360949
15.3,0.671421264085535,0.5184483790155607,0.8243941491555097
15.4,0.6723680408674313,0.5192486286950321,0.8254874530398308
15.5,0.6733149753368137,0.5200516167312174,0.8265783339424106
15.6,0.6742621425126178,0.520857549115935,0.8276667359093011
15.7,0.6752096165160911,0.5216666289604486,0.8287526040717341
15.8,0.6761574705715612,0.5224790565045218,0.8298358846386009
15.9,0.6771057770072018,0.5232950291254722,0.8309165248889316
16.0,0.6780546072558002,0.5241147413472258,0.8319944731643751
16.1,0.6790040318555246,0.524938384849371,0.8330696788616785
16.2,0.67995412045069,0.5257661484762135,0.8341420924251669
16.3,0.6809049417925264,0.5265982182458295,0.8352116653392234
16.4,0.6818565637399445,0.5274347773591215,0.8362783501207681
16.5,0.6828090532603044,0.5282760062088707,0.8373421003117384
16.6,0.6837624764301805,0.5291220823887933,0.838402870471568
16.7,0.6847168984361302,0.5299731807025931,0.8394606161696676
16.8,0.6856723835754599,0.530829473173017,0.8405152939779033
16.9,0.6866289952569924,0.5316911290509081,0.841566861463077
17.0,0.6875867960018336,0.5325583148242611,0.8426152771794067
17.1,0.68854584744414,0.533431194227276,0.8436605006610044
17.2,0.6895062103318849,0.5343099282494125,0.8447024924143576
17.3,0.6904679445276258,0.5351946751444442,0.8457412139108079
17.4,0.6914311090092716,0.5360855904395129,0.8467766275790309
17.5,0.6923957618708494,0.5369828269441831,0.8478086967975161
17.6,0.6933619603232709,0.5378865347594959,0.8488373858870464
17.7,0.6943297606951003,0.5387968612870236,0.8498626601031773
17.8,0.6952992184333208,0.539713951237924,0.8508844856287181
17.9,0.6962703881041015,0.5406379466419942,0.8519028295662093
18.0,0.6972433233935647,0.5415689868567255,0.8529176599304042
18.1,0.6982180771085524,0.5425072085763573,0.853928945640748
18.2,0.6991947011773938,0.5434527458409315,0.8549366565138566
18.3,0.700173246650672,0.5444057300453468,0.8559407632559979
18.4,0.701153763701991,0.5453662899484129,0.8569412374555696
18.5,0.7021363016287425,0.5463345516819047,0.8579380515755808
18.6,0.7031209088528734,0.547310638759617,0.85893117894613
18.7,0.704107632921652,0.5482946720864184,0.8599205937568859
18.8,0.7050965205084357,0.5492867699673054,0.8609062710495665
18.9,0.7060876174134378,0.5502870481164572,0.8618881867104188
19.0,0.707080968564494,0.5512956196662897,0.8628663174626987
19.1,0.7080766180178301,0.5523125951765098,0.8638406408591508
19.2,0.7090746089588282,0.5533380826431694,0.8648111352744875
19.3,0.7100749837027946,0.5543721875077205,0.8657777798978691
19.4,0.7110777836957257,0.5554150126660684,0.8667405547253835
19.5,0.7120830495150761,0.5564666584776271,0.8676994405525256
19.6,0.7130908208705246,0.5575272227743724,0.8686544189666772
19.7,0.7141011366047416,0.5585968008698972,0.8696054723395864
19.8,0.7151140346941564,0.5596754855684651,0.8705525838198479
19.9,0.7161295522497233,0.5607633671740653,0.8714957373253819
20.0,0.7171477255176898,0.561860533499466,0.8724349175359141
20.1,0.7181685898803625,0.5629670698752698,0.8733701098854554
20.2,0.7191921798568741,0.5640830591589668,0.8743013005547817
20.3,0.7202185291039515,0.5652085817439901,0.8752284764639132
20.4,0.7212476704166815,0.5663437155687688,0.8761516252645946
20.5,0.7222796357292784,0.5674885361257834,0.8770707353327739
20.6,0.7233144561158511,0.5686431164706194,0.8779857957610833
20.7,0.7243521617911693,0.5698075272310216,0.8788967963513175
20.8,0.7253927821114317,0.570981836615949,0.8798037276069147
20.9,0.7264363455750317,0.5721661104246283,0.8807065807254354
21.0,0.7274828798233253,0.5733604120556088,0.8816053475910423
21.1,0.7285324116413977,0.5745648025158161,0.8825000207669796
21.2,0.7295849669588301,0.5757793404296068,0.8833905934880539
21.3,0.7306405708504673,0.5770040820478228,0.8842770596531123
21.4,0.731699247537184,0.5782390812568454,0.885159413817523
21.5,0.7327610203866519,0.5794843895876494,0.8860376511856549
21.6,0.7338259119141073,0.5807400562248579,0.886911767603357
21.7,0.7348939437831169,0.582006128015796,0.8877817595504383
21.8,0.7359651368063462,0.5832826494795457,0.8886476241331471
21.9,0.7370395109463252,0.5845696628159995,0.8895093590766514
22.0,0.7381170853162163,0.5858672079149153,0.8903669627175178
22.1,0.7391978781805807,0.5871753223649703,0.8912204339961916
22.2,0.7402819069561455,0.5884940414628153,0.8920697724494762
22.3,0.7413691882125709,0.5898233982221291,0.8929149782030131
22.4,0.7424597376732169,0.5911634233826729,0.8937560519637614
22.5,0.7435535702159106,0.5925141454193442,0.8945929950124775
22.6,0.7446506998737129,0.5938755905512316,0.8954258091961945
22.7,0.7457511398356853,0.5952477827506684,0.8962544969207025
22.8,0.7468549024476573,0.5966307437522875,0.8970790611430275
22.9,0.7479619992129933,0.5980244930620755,0.8978995053639116
23.0,0.7490724407933596,0.5994290479664268,0.8987158336202927
23.1,0.7501862370094906,0.600844423541198,0.8995280504777837
23.2,0.7513033968419572,0.6022706326607622,0.9003361610231527
23.3,0.7524239284319326,0.6037076860070633,0.9011401708568023
23.4,0.7535478390819597,0.6051555920786702,0.9019400860852494
23.5,0.754675135256718,0.6066143571998313,0.9027359133136051
23.6,0.7558058225837909,0.6080839855295284,0.9035276596380538
23.7,0.7569399058544322,0.609564479070531,0.9043153326383335
23.8,0.7580773890243331,0.6110558376784514,0.9050989403702152
23.9,0.7592182752143898,0.6125580590707976,0.9058784913579823
24.0,0.7603625667114696,0.614071138836029,0.9066539945869106
24.1,0.7615102649691787,0.6155950704426095,0.9074254594957483
24.2,0.7626613706086284,0.6171298452480625,0.9081928959691946
24.3,0.7638158834192026,0.6186754525080248,0.9089563143303807
24.4,0.7649738023593247,0.6202318793853013,0.9097157253333484
24.5,0.7661351255572245,0.621799110958919,0.9104711401555304
24.6,0.7672998503117051,0.6233771302331811,0.9112225703902296
24.7,0.76846797309291,0.6249659181467214,0.911970028039099
24.8,0.7696394895430901,0.6265654535815592,0.9127135255046213
24.9,0.7708143944773704,0.6281757133721525,0.9134530755825886
25.0,0.7719926818845173,0.6297966723144531,0.9141886914545819
25.1,0.7731743449277056,0.6314283031749606,0.9149203866804512
25.2,0.7743593759452853,0.6330705766997763,0.9156481751907946
25.3,0.7755477664515482,0.6347234616236584,0.9163720712794382
25.4,0.7767395071374957,0.6363869246790756,0.9170920895959163
25.5,0.7779345878716055,0.6380609306052614,0.91780824513795
25.6,0.779132997700598,0.6397454421572684,0.9185205532439278
25.7,0.7803347248502038,0.641440420115023,0.919229029585385
25.8,0.7815397567259309,0.6431458232923791,0.919933690159483
25.9,0.782748079913831,0.6448616085461728,0.9206345512814895
26.0,0.783959680181267,0.6465877307852764,0.9213316295772579
26.1,0.7851745424776799,0.6483241429796531,0.9220249419757072
26.2,0.7863926509353555,0.6500707961694104,0.9227145057013009
26.3,0.7876139888701917,0.6518276394738558,0.9234003382665281
26.4,0.7888385387824652,0.6535946201005493,0.9240824574643816
26.5,0.7900662823575988,0.6553716833543592,0.9247608813608387
26.6,0.791297200466928,0.657158772646516,0.9254356282873404
26.7,0.7925312731684683,0.6589558295036658,0.9261067168332711
26.8,0.7937684797076819,0.6607627935769259,0.9267741658384383
26.9,0.795008798518245,0.6625796026509382,0.9274379943855523
27.0,0.7962522072228145,0.6644061926529234,0.9280982217927058
27.1,0.797498682633795,0.6662424976617364,0.9287548676058539
27.2,0.7987482007541059,0.668088449916919,0.9294079515912931
27.3,0.8000007367779484,0.6699439798277553,0.9300574937281417
27.4,0.801256265091572,0.6718090159823256,0.9307035142008188
27.5,0.8025147592740426,0.673683485156561,0.9313460333915247
27.6,0.8037761920980081,0.6755673123232968,0.9319850718727198
27.7,0.8050405355304663,0.6774604206613278,0.932620650399605
27.8,0.8063077607335314,0.6793627315644624,0.9332527899026007
27.9,0.8075778380652013,0.6812741646505759,0.9338815114798271
28.0,0.8088507370801247,0.6831946377706664,0.9345068363895833
28.1,0.8101264265303673,0.6851240670179074,0.9351287860428273
28.2,0.8114048743661795,0.6870623667367035,0.9357473819956559
28.3,0.8126860477367635,0.6890094495317437,0.9363626459417834
28.4,0.8139699129910393,0.6909652262770563,0.9369745997050227
28.5,0.815256435678413,0.6929296061250626,0.9375832652317637
28.6,0.8165455805495427,0.6949024965156319,0.9381886645834538
28.7,0.8178373115571059,0.6968838031851351,0.9387908199290771
28.8,0.8191315918565665,0.6988734301754992,0.9393897535376341
28.9,0.8204283838069417,0.700871279843262,0.9399854877706219
29.0,0.8217276489715692,0.7028772528686258,0.9405780450745129
29.1,0.8230293481188736,0.704891248264512,0.9411674479732357
29.2,0.824333441223134,0.7069131633856147,0.9417537190606535
29.3,0.8256398874652507,0.7089428939374568,0.942336880993045
29.4,0.826948645233512,0.7109803339854417,0.9429169564815827
29.5,0.8282596721243618,0.71302537596391,0.943493968284814
29.6,0.8295729249431658,0.715077910685192,0.9440679392011398
29.7,0.8308883597049788,0.7171378273486629,0.9446388920612948
29.8,0.8322059316353118,0.7192050135497972,0.9452068497208268
29.9,0.833525595170899,0.7212793552892219,0.9457718350525764
30.0,0.8348473039604646,0.7233607369817723,0.9463338709391571
30.1,0.8361710108654895,0.725449041465545,0.9468929802654343
30.2,0.8374966679609792,0.727544150010953,0.9474491859110057
30.3,0.8388242265362297,0.7296459423297794,0.9480025107426802
30.4,0.840153637095595,0.7317542965842322,0.948552977606958
30.5,0.8414848493592542,0.733869089395998,0.9491006093225106
30.6,0.8428178122639783,0.7359901958552971,0.9496454286726599
30.7,0.844152473963897,0.7381174895299366,0.9501874583978578
30.8,0.8454887818312662,0.7402508424743661,0.9507267211881665
30.9,0.846826682457234,0.7423901252387307,0.9512632396757378
31.0,0.8481661216526091,0.7445352068779261,0.9517970364272924
31.1,0.8495070444486263,0.7466859549606525,0.9523281339366005
31.2,0.8508493950977145,0.7488422355784687,0.9528565546169605
31.3,0.8521931170742634,0.7510039133548477,0.9533823207936795
31.4,0.85353815307539,0.7531708514542285,0.953905454696552
31.5,0.8548844450217066,0.755342911591073,0.9544259784523406
31.6,0.8562319340580866,0.7575199540389184,0.9549439140772551
31.7,0.8575805605544322,0.7597018376394326,0.9554592834694322
31.8,0.8589302641064414,0.7618884198114677,0.9559721084014153
31.9,0.8602809835363745,0.7640795565601151,0.9564824105126342
32.0,0.8616326568938215,0.7662751024857588,0.9569902113018846
32.1,0.862985221456469,0.7684749107931307,0.9574955321198079
32.2,0.8643386137308673,0.7706788333003642,0.9579983941613707
32.3,0.8656927694531963,0.7728867204480483,0.9584988184583447
32.4,0.8670476235900345,0.7750984213082828,0.9589968258717865
32.5,0.8684031103391241,0.7773137835937318,0.9594924370845167
32.6,0.8697591631301391,0.7795326536666783,0.9599856725936001
32.7,0.8711157146254516,0.7817548765480782,0.9604765527028252
32.8,0.8724726967208989,0.7839802959266146,0.9609650975151836
32.9,0.8738300405465513,0.7862087541677528,0.9614513269253502
33.0,0.8751876764674782,0.7884400923227939,0.9619352606121627
33.1,0.8765455340845145,0.7906741501379285,0.962416918031101
33.2,0.8779035422350295,0.7929107660632926,0.9628963184067667
33.3,0.8792616289936919,0.7951497772620203,0.9633734807253638
33.4,0.8806197216732382,0.7973910196192995,0.9638484237271773
33.5,0.8819777468252387,0.7996343277514244,0.9643211658990531
33.6,0.8833356302408648,0.8018795350148518,0.9647917254668783
33.7,0.8846932969516565,0.8041264735152536,0.9652601203880599
33.8,0.8860506712302886,0.8063749741165723,0.965726368344005
33.9,0.8874076765913379,0.808624866450075,0.9661904867326011
34.0,0.8887642357920504,0.810875978923407,0.9666524926606943
34.1,0.8901202708331084,0.813128138729647,0.9671124029365701
34.2,0.8914757029593968,0.8153811718563609,0.9675702340624329
34.3,0.8928304526607704,0.8176349030946559,0.9680260022268852
34.4,0.8941844396728216,0.8198891560482355,0.9684797232974078
34.5,0.8955375829776461,0.8221437531424531,0.9689314128128393
34.6,0.896889800804611,0.8243985156333666,0.9693810859758557
34.7,0.8982410106311209,0.8266532636167923,0.9698287576454498
34.8,0.8995911291833855,0.8289078160373595,0.9702744423294116
34.9,0.9009400724371862,0.8311619906975654,0.9707181541768074
35.0,0.9022877556186436,0.8334156042668279,0.9711599069704596
35.1,0.9036340932049836,0.8356684722905412,0.9715997141194261
35.2,0.9049789989253049,0.8379204091991291,0.9720375886514809
35.3,0.9063223857613463,0.8401712283171003,0.9724735432055925
35.4,0.9076641659482533,0.8424207418721024,0.9729075900244046
35.5,0.9090042509753448,0.8446687610039747,0.973339740946715
35.6,0.9103425515868804,0.8469150957738047,0.9737700073999562
35.7,0.9116789777828276,0.8491595551729815,0.9741984003926739
35.8,0.9130134388196282,0.851401947132249,0.9746249305070076
35.9,0.914345843210966,0.8536420785307623,0.9750496078911699
36.0,0.9156760987285331,0.8558797552051401,0.9754724422519263
36.1,0.9170041124027972,0.8581147819585201,0.9758934428470747
36.2,0.9183297905237685,0.8603469625696123,0.976312618477925
36.3,0.9196530386417666,0.8625760998017542,0.9767299774817794
36.4,0.920973761568188,0.8648019954119652,0.977145527724411
36.5,0.9222918633762722,0.86702445016,0.9775592765925447
36.6,0.9236072474018693,0.8692432638174029,0.9779712309863359
36.7,0.9249198162442067,0.8714582351765633,0.9783813973118503
36.8,0.9262294717666562,0.8736691620597684,0.9787897814735442
36.9,0.9275361150975013,0.8758758413282591,0.9791963888667438
37.0,0.9288396466307034,0.8780780688912826,0.9796012243701243
37.1,0.9301399660266692,0.880275639715148,0.9800042923381906
37.2,0.931436972213018,0.8824683478322798,0.9804055965937565
37.3,0.9327305633853481,0.8846559863502726,0.9808051404204238
37.4,0.9340206370080041,0.8868383474609455,0.9812029265550629
37.5,0.9353070898148438,0.8890152224493956,0.9815989571802923
37.6,0.9365898178100053,0.8911864017030531,0.9819932339169576
37.7,0.9378687162686736,0.8933516747207356,0.982385757816612
37.8,0.9391436797378481,0.8955108301217012,0.9827765293539951
37.9,0.9404146020371089,0.8976636556547045,0.9831655484195136
38.0,0.9416813762593849,0.8998099382070497,0.9835528143117204
38.1,0.9429438947717194,0.9019494638136453,0.9839383257297938
38.2,0.9442020492160379,0.9040820176660578,0.9843220807660181
38.3,0.9454557305099148,0.9062073841215671,0.9847040768982629
38.4,0.9467048288473411,0.90832534671222,0.9850843109824624
38.5,0.94794923369949,0.9104356881538844,0.9854627792450957
38.6,0.949188833815485,0.9125381903553041,0.985839477275666
38.7,0.9504235172231663,0.9146326344271525,0.9862144000191805
38.8,0.9516531712298583,0.9167188006910869,0.9865875417686298
38.9,0.9528776824231361,0.9187964686888043,0.9869588961574681
39.0,0.9540969366715926,0.9208654171910928,0.9873284561520924
39.1,0.9553108191256052,0.9229254242068886,0.9876962140443222
39.2,0.956519214218104,0.9249762669923289,0.9880621614438794
39.3,0.9577220056653368,0.9270177220598061,0.9884262892708678
39.4,0.958919076467638,0.9290495651870231,0.9887885877482531
39.5,0.960110308910194,0.9310715714260465,0.9891490463943418
39.6,0.9612955845638115,0.9330835151123613,0.9895076540152619
39.7,0.9624747842856833,0.9350851698739253,0.9898643986974415
39.8,0.9636477882201562,0.9370763086402232,0.9902192678000893
39.9,0.9648144757994976,0.9390567036513211,0.9905722479476742
40.0,0.9659747257446625,0.9410261264669206,0.9909233250224044
40.1,0.9671284160660603,0.942984347975413,0.9912724841567077
40.2,0.9682754240643218,0.9449311384029335,0.9916197097257105
40.3,0.9694156263310668,0.9468662673224157,0.991964985339718
40.4,0.9705488987496703,0.9487895036626466,0.9923082938366942
40.5,0.9716751164960299,0.9507006157173195,0.9926496172747405
40.6,0.9727941540393323,0.9525993711540883,0.9929889369245763
40.7,0.973905885142821,0.9544855370236236,0.9933262332620184
40.8,0.9750101828645625,0.9563588797686651,0.9936614859604602
40.9,0.9761069195582144,0.9582191652330765,0.9939946738833523
41.0,0.9771959668737906,0.9600661586709002,0.9943257750766813
41.1,0.9782771957584303,0.9618996247554108,0.99465476676145
41.2,0.9793504764571634,0.9637193275881701,0.994981625326157
41.3,0.9804156785136783,0.9655250307080807,0.9953063263192758
41.4,0.9814726707710884,0.9673164971004413,0.9956288444417357
41.5,0.9825213213726997,0.9690934892059995,0.9959491535394
41.6,0.9835614977627771,0.9708557689300077,0.9962672265955468
41.7,0.9845930666873118,0.9726030976512757,0.996583035723348
41.8,0.985615894194788,0.9743352362312266,0.9968965521583495
41.9,0.9866298456369503,0.9760519450229503,0.9972077462509504
42.0,0.9876347856695702,0.9777529838802577,0.9975165874588829
42.1,0.9886305782532132,0.9794381121667346,0.997823044339692
42.2,0.9896170866540059,0.981107088764797,0.9981270845432151
42.3,0.9905941734444031,0.9827596720847451,0.9984286748040615
42.4,0.9915617005039546,0.9843956200738169,0.9987277809340925
42.5,0.9925195290200718,0.9860146902252431,0.9990243678149007
42.6,0.9934675194887954,0.9876166395873011,0.9993183993902899
42.7,0.9944055317155618,0.9892012247723694,0.9996098386587543
42.8,0.9953334248159705,0.9907682019659821,0.999898647665959
42.9,0.9962510572165508,0.9923173269358827,1.0
43.0,0.9971582866555289,0.9938483550410787,1.0
43.1,0.9980549701835946,0.9953610412408957,1.0
43.2,0.9989409641646689,0.9968551401040322,1.0
43.3,0.99981612427667,0.9983304058176128,1.0
43.4,1.0,0.9997865921962436,1.0
43.5,1.0,1.0,1.0
43.6,1.0,1.0,1.0
43.7,1.0,1.0,1.0
43.8,1.0,1.0,1.0
43.9,1.0,1.0,1.0
44.0,1.0,1.0,1.0
44.1,1.0,1.0,1.0
44.2,1.0,1.0,1.0
44.3,1.0,1.0,1.0
44.4,1.0,1.0,1.0
44.5,1.0,1.0,1.0
44.6,1.0,1.0,1.0
44.7,1.0,1.0,1.0
44.8,1.0,1.0,1.0
44.9,1.0,1.0,1.0
45.0,1.0,1.0,1.0
45.1,1.0,1.0,1.0
45.2,1.0,1.0,1.0
45.3,1.0,1.0,1.0
45.4,1.0,1.0,1.0
45.5,1.0,1.0,1.0
45.6,1.0,1.0,1.0
45.7,1.0,1.0,1.0
45.8,1.0,1.0,1.0
45.9,1.0,1.0,1.0
46.0,1.0,1.0,1.0
46.1,1.0,1.0,1.0
46.2,1.0,1.0,1.0
46.3,1.0,1.0,1.0
46.4,1.0,1.0,1.0
46.5,1.0,1.0,1.0
46.6,1.0,1.0,1.0
46.7,1.0,1.0,1.0
46.8,1.0,1.0,1.0
46.9,1.0,1.0,1.0
47.0,1.0,1.0,1.0
47.1,1.0,1.0,1.0
47.2,1.0,1.0,1.0
47.3,1.0,1.0,1.0
47.4,1.0,1.0,1.0
